Month,Branch,Spare_code,Spare_name,Model,Product,Coverage_type,Part_Replacement_count
Mar-20,THANE,OTHER,OTHER,ADC8510,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,APC2010,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,APC2010,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,ATC2010,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,ATC2010,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,ATC2011,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,ATC2011,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,ATC3410,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,ATC3410,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,ATC3510,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,ATC3510,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,AWC5000,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,AWC5000,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,AWC5010,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,AWC5010,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,AWC5100,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,AWC5100,ACOL,UW,8
Mar-20,THANE,OTHER,OTHER,AWC5110,ACOL,OW,1
Mar-20,THANE,OTHER,OTHER,AWC5110,ACOL,UW,8
Mar-20,UK,LCBLK001271,BACK LIGHT LED BAR A55UDS970,A55UDS970,LED,UW,1
Mar-20,UK,LCBLN000710,BACK LIGHT LED BAR A24FDN520,A24FDN520,LED,UW,1
Mar-20,UK,LCBLN000761,BACK LIGHT LED BAR A32HDN550,A32HDN550,LED,UW,2
Mar-20,UK,LCBLN001231,BACK LIGHT LED BAR-A40HDN952,A40HDN952,LED,UW,1
Mar-20,UK,LCBLNC00855,BACK LIGHT LED BAR A32HCN700,A32HCN700,LED,PS,3
Mar-20,UK,LCBLNC00855,BACK LIGHT LED BAR A32HCN700,A32HCN700,LED,UW,3
Mar-20,UK,LCBLNC00855,BACK LIGHT LED BAR A32HCS800,A32HCS800,LED,PS,3
Mar-20,UK,LCBLNC00855,BACK LIGHT LED BAR A32HCS800,A32HCS800,LED,UW,3
Mar-20,UK,LCBLS000647,Back Light LED Bar A43FDS960,A43FDS960,LED,UW,1
Mar-20,UK,LCBLS001111,BACK LIGHT LED BAR A32HDS600,A32HDS600,LED,UW,3
Mar-20,UK,LCBLS001126,BACK LIGHT LED BAR A32HDS610,A32HDS610,LED,UW,1
Mar-20,UK,LCMBN001087,MAIN BOARD CHASSIS A32HDN572,A32HDN572,LED,UW,1
Mar-20,UK,LCMBN001233,MAIN BOARD CHASSIS A40HDN952,A40HDN952,LED,UW,2
Mar-20,UK,LCMBS000630,MAIN BOARD CHASSIS A43FDS960,A43FDS960,LED,UW,1
Mar-20,UK,LCMBS000878,AISEN A32HES900 MAIN BOARD,A32HES900,LED,UW,1
Mar-20,UK,LCMBS001104,MAIN BOARD CHASSIS A32HDS600,A32HDS600,LED,UW,1
Mar-20,UK,LCMBS001132,MAIN BOARD CHASSIS A32HDS610,A32HDS610,LED,UW,1
Mar-20,UK,LCOPN001239,Open Cell A40HDN952,A40HDN952,LED,OW,1
Mar-20,UK,LCOPNC00860,Open Cell A32HCN700,A32HCN700,LED,UW,1
Mar-20,UK,LCOPNC00864,Open Cell A32HCS800,A32HCS800,LED,OW,1
Mar-20,UK,LCSPS000633,SPEAKER A43FDS960,A43FDS960,LED,UW,1
Mar-20,UK,LCSPS001136,SPEAKER A32HDS610,A32HDS610,LED,UW,1
Mar-20,UK,LCUMN001011,BACK LIGHT LED BAR A32HDN560,A32HDN560,LED,UW,2
Mar-20,UK,LMB0024,MAINBOARD,A40HDN954,LED,UW,2
Mar-20,UK,LMMBN000904,MAIN BOARD CHASSIS A32HDN562,A32HDN562,LED,UW,2
Mar-20,UK,LMMBN000904,MAIN BOARD CHASSIS A32HDN564,A32HDN564,LED,UW,2
Mar-20,UK,LMMBS001303,MAIN BOARD CHASSIS - A32HDS622,A32HDS622,LED,PS,9
Mar-20,UK,LMRCS001303,REMOT CONTROLE A32HDS622,A32HDS622,LED,PS,1
Mar-20,UK,LMSPN000919,SPEAKER BLACK A32HDN563,A32HDN563,LED,UW,1
Mar-20,UK,LNBLN000960,BACK LIGHT LED BAR A32HDN552,A32HDN552,LED,PS,2
Mar-20,UK,LNBLN000960,BACK LIGHT LED BAR A32HDN552,A32HDN552,LED,UW,2
Mar-20,UK,LNMBK000827,MAIN BOARD CHASSIS A43UDS965,A43UDS965,LED,UW,1
Mar-20,UK,LNMBN000954,MAIN BOARD CHASSIS A32HDN552,A32HDN552,LED,UW,1
Mar-20,UK,LNPAS001213,Panel-A40HDS950,A40HDS950,LED,PS,2
Mar-20,UK,MCABN000351,AMPLIFIER PCB A40UFB201,A40UFB201,MMSPK,UW,2
Mar-20,UK,MCABN000552,AMPLIFIER POWER BOARD - A12UKB800,A12UKB800,MMSPK,PS,1
Mar-20,UK,MCABN000579,MAIN BOARD-A01UKB610,A01UKB610,MMSPK,UW,1
Mar-20,UK,MCABN001313,AMPLIFIER PCB A40UFB201 A65UFB203,A65UFB203,MMSPK,UW,1
Mar-20,UK,MCCRN001312,Card Reader Board/Accessories (A50UKB203),A65UFB203,MMSPK,UW,2
Mar-20,UK,MCMBN000443,main Board A22UFB402,A22UFB402,MMSPK,UW,1
Mar-20,UK,MCTRN000438,TRANSFORMER A40UFB401,A40UFB401,MMSPK,PS,1
Mar-20,UK,MCTRN001304,TRANSFORMER A65UFB203,A65UFB203,MMSPK,PS,1
Mar-20,UK,MCUSN001337,USB BOARD-A45UFB205,A45UFB205,MMSPK,UW,1
Mar-20,UK,MVMBN001387,Main Board- A14UFB206,A14UFB206,MMSPK,UW,1
Mar-20,UK,OTHER,OTHER,A01UKB610,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A01UKB610,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A01UKB610,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A02UKB600,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A02UKB600,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A02UKB600,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A10UKB810,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A10UKB810,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A10UKB810,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A11UFB500,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A11UFB500,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A11UFB500,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A12UKB800,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A12UKB800,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A12UKB800,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A12UKB800NEW,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A12UKB800NEW,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A12UKB800NEW,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A14UFB206,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A14UFB206,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A14UFB206,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A14UFB207,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A14UFB207,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A14UFB207,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A14UKB820,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A14UKB820,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A14UKB820,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A15UFB502,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A15UFB502,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A15UFB502,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A20PMH100,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A20PMH100,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A20PMH100,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A20TMH210,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A20TMH210,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A20TMH210,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A20UKB830,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A20UKB830,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A20UKB830,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A22FDN500,LED,OW,2
Mar-20,UK,OTHER,OTHER,A22FDN500,LED,PS,8
Mar-20,UK,OTHER,OTHER,A22FDN500,LED,UW,24
Mar-20,UK,OTHER,OTHER,A22FDN510,LED,OW,2
Mar-20,UK,OTHER,OTHER,A22FDN510,LED,PS,8
Mar-20,UK,OTHER,OTHER,A22FDN510,LED,UW,24
Mar-20,UK,OTHER,OTHER,A22UFB402,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A22UFB402,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A22UFB402,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A24FDN520,LED,OW,2
Mar-20,UK,OTHER,OTHER,A24FDN520,LED,PS,8
Mar-20,UK,OTHER,OTHER,A24FDN520,LED,UW,24
Mar-20,UK,OTHER,OTHER,A24FDN530,LED,OW,2
Mar-20,UK,OTHER,OTHER,A24FDN530,LED,PS,8
Mar-20,UK,OTHER,OTHER,A24FDN530,LED,UW,24
Mar-20,UK,OTHER,OTHER,A24FDN532,LED,OW,2
Mar-20,UK,OTHER,OTHER,A24FDN532,LED,PS,8
Mar-20,UK,OTHER,OTHER,A24FDN532,LED,UW,24
Mar-20,UK,OTHER,OTHER,A24FDN534,LED,OW,2
Mar-20,UK,OTHER,OTHER,A24FDN534,LED,PS,8
Mar-20,UK,OTHER,OTHER,A24FDN534,LED,UW,24
Mar-20,UK,OTHER,OTHER,A24HDN534,LED,OW,2
Mar-20,UK,OTHER,OTHER,A24HDN534,LED,PS,8
Mar-20,UK,OTHER,OTHER,A24HDN534,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HCN700,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HCN700,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HCN700,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HCS800,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HCS800,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HCS800,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN550,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN550,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN550,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN552,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN552,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN552,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN560,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN560,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN560,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN562,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN562,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN562,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN563,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN563,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN563,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN564,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN564,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN564,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN570,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN570,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN570,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDN572,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDN572,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDN572,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDS600,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDS600,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDS600,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDS610,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDS610,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDS610,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDS620,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDS620,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDS620,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HDS622,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HDS622,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HDS622,LED,UW,24
Mar-20,UK,OTHER,OTHER,A32HES900,LED,OW,2
Mar-20,UK,OTHER,OTHER,A32HES900,LED,PS,8
Mar-20,UK,OTHER,OTHER,A32HES900,LED,UW,24
Mar-20,UK,OTHER,OTHER,A34TMH220,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A34TMH220,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A34TMH220,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A35DMH600,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A35DMH600,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A35DMH600,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A40HDN952,LED,OW,2
Mar-20,UK,OTHER,OTHER,A40HDN952,LED,PS,8
Mar-20,UK,OTHER,OTHER,A40HDN952,LED,UW,24
Mar-20,UK,OTHER,OTHER,A40HDS950,LED,OW,2
Mar-20,UK,OTHER,OTHER,A40HDS950,LED,PS,8
Mar-20,UK,OTHER,OTHER,A40HDS950,LED,UW,24
Mar-20,UK,OTHER,OTHER,A40UFB201,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A40UFB201,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A40UFB201,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A40UFB204,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A40UFB204,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A40UFB204,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A40UFB401,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A40UFB401,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A40UFB401,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A43FDS960,LED,OW,2
Mar-20,UK,OTHER,OTHER,A43FDS960,LED,PS,8
Mar-20,UK,OTHER,OTHER,A43FDS960,LED,UW,24
Mar-20,UK,OTHER,OTHER,A43FDS962,LED,OW,2
Mar-20,UK,OTHER,OTHER,A43FDS962,LED,PS,8
Mar-20,UK,OTHER,OTHER,A43FDS962,LED,UW,24
Mar-20,UK,OTHER,OTHER,A43UDS965,LED,OW,2
Mar-20,UK,OTHER,OTHER,A43UDS965,LED,PS,8
Mar-20,UK,OTHER,OTHER,A43UDS965,LED,UW,24
Mar-20,UK,OTHER,OTHER,A45DMH700,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A45DMH700,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A45DMH700,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A45UFB205,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A45UFB205,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A45UFB205,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A49UDS968,LED,OW,2
Mar-20,UK,OTHER,OTHER,A49UDS968,LED,PS,8
Mar-20,UK,OTHER,OTHER,A49UDS968,LED,UW,24
Mar-20,UK,OTHER,OTHER,A49UDS969,LED,OW,2
Mar-20,UK,OTHER,OTHER,A49UDS969,LED,PS,8
Mar-20,UK,OTHER,OTHER,A49UDS969,LED,UW,24
Mar-20,UK,OTHER,OTHER,A50DMA400,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50DMA400,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50DMA400,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50DMA450,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50DMA450,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50DMA450,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50UKB700,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A50UKB700,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A50UKB700,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A50UKB701,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A50UKB701,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A50UKB701,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A50WEH330,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50WEH330,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50WEH330,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50WMA310,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50WMA310,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50WMA310,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50WMA311,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50WMA311,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50WMA311,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50WMH320,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50WMH320,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50WMH320,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50WMH321,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50WMH321,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50WMH321,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A50WMH322,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A50WMH322,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A50WMH322,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A55DMH500,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A55DMH500,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A55DMH500,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A55UDS970,LED,OW,2
Mar-20,UK,OTHER,OTHER,A55UDS970,LED,PS,8
Mar-20,UK,OTHER,OTHER,A55UDS970,LED,UW,24
Mar-20,UK,OTHER,OTHER,A55UDS972,LED,OW,2
Mar-20,UK,OTHER,OTHER,A55UDS972,LED,PS,8
Mar-20,UK,OTHER,OTHER,A55UDS972,LED,UW,24
Mar-20,UK,OTHER,OTHER,A55UDS973,LED,OW,2
Mar-20,UK,OTHER,OTHER,A55UDS973,LED,PS,8
Mar-20,UK,OTHER,OTHER,A55UDS973,LED,UW,24
Mar-20,UK,OTHER,OTHER,A55UDS974,LED,OW,2
Mar-20,UK,OTHER,OTHER,A55UDS974,LED,PS,8
Mar-20,UK,OTHER,OTHER,A55UDS974,LED,UW,24
Mar-20,UK,OTHER,OTHER,A60UFB202,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A60UFB202,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A60UFB202,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A60UFB510,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A60UFB510,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A60UFB510,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A65UDS980,LED,OW,2
Mar-20,UK,OTHER,OTHER,A65UDS980,LED,PS,8
Mar-20,UK,OTHER,OTHER,A65UDS980,LED,UW,24
Mar-20,UK,OTHER,OTHER,A65UFB203,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A65UFB203,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A65UFB203,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A70UKB710,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A70UKB710,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A70UKB710,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A70UKB711,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A70UKB711,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A70UKB711,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A75DMH520,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A75DMH520,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A75DMH520,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A80UFB501,MMSPK,OW,2
Mar-20,UK,OTHER,OTHER,A80UFB501,MMSPK,PS,8
Mar-20,UK,OTHER,OTHER,A80UFB501,MMSPK,UW,24
Mar-20,UK,OTHER,OTHER,A90DEH800,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A90DEH800,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A90DEH800,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A90DMH540,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A90DMH540,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A90DMH540,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,A90DMH810,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,A90DMH810,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,A90DMH810,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ADC4510,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ADC4510,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ADC4510,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ADC5000,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ADC5000,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ADC5000,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ADC5010,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ADC5010,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ADC5010,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ADC7510,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ADC7510,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ADC7510,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ADC8510,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ADC8510,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ADC8510,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,APC2010,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,APC2010,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,APC2010,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ATC2010,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ATC2010,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ATC2010,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ATC2011,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ATC2011,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ATC2011,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ATC3410,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ATC3410,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ATC3410,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,ATC3510,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,ATC3510,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,ATC3510,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,AWC5000,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,AWC5000,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,AWC5000,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,AWC5010,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,AWC5010,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,AWC5010,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,AWC5100,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,AWC5100,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,AWC5100,ACOL,UW,24
Mar-20,UK,OTHER,OTHER,AWC5110,ACOL,OW,2
Mar-20,UK,OTHER,OTHER,AWC5110,ACOL,PS,8
Mar-20,UK,OTHER,OTHER,AWC5110,ACOL,UW,24
Mar-20,WB,LCBLK001271,BACK LIGHT LED BAR A55UDS970,A55UDS970,LED,UW,2
Mar-20,WB,LCBLN000609,BACK LIGHT LED BAR A22FDN500,A22FDN500,LED,UW,1
Mar-20,WB,LCBLN001231,BACK LIGHT LED BAR-A40HDN952,A40HDN952,LED,UW,1
Mar-20,WB,LCBLNC00855,BACK LIGHT LED BAR A32HCN700,A32HCN700,LED,PS,1
Mar-20,WB,LCBLNC00855,BACK LIGHT LED BAR A32HCN700,A32HCN700,LED,UW,8
Mar-20,WB,LCBLNC00855,BACK LIGHT LED BAR A32HCS800,A32HCS800,LED,PS,1
Mar-20,WB,LCBLNC00855,BACK LIGHT LED BAR A32HCS800,A32HCS800,LED,UW,8
Mar-20,WB,LCBLS001111,BACK LIGHT LED BAR A32HDS600,A32HDS600,LED,UW,2
Mar-20,WB,LCMBK001264,MAIN BOARD CHASSIS A55UDS970,A55UDS970,LED,UW,2
Mar-20,WB,LCMBN000603,MAIN BOARD(CHASSIS) A22FDN500,A22FDN500,LED,UW,1
Mar-20,WB,LCMBN001233,MAIN BOARD CHASSIS A40HDN952,A40HDN952,LED,UW,1
Mar-20,WB,LCREN000656,REMOT CONTROL A22FDN510,A22FDN510,LED,UW,1
Mar-20,WB,LNBLK000837,BACK LIGHT LED BAR-A43UDS965,A43UDS965,LED,UW,2
Mar-20,WB,LNBLN000960,BACK LIGHT LED BAR A32HDN552,A32HDN552,LED,UW,1
Mar-20,WB,LNBLS001211,BACK LIGHT LED BAR-A40HDS950,A40HDS950,LED,UW,1
Mar-20,WB,LNMBN001302,MAIN BOARD - A24FDN534,A24FDN534,LED,UW,1
Mar-20,WB,LNMBN001302,MAIN BOARD - A24HDN534,A24HDN534,LED,UW,1
Mar-20,WB,LNMBS001204,MAIN BOARD CHASSIS A40HDS950,A40HDS950,LED,UW,1
Mar-20,WB,LNOCN001302,OPEN CELL - A24FDN534,A24FDN534,LED,UW,1
Mar-20,WB,LNOCN001302,OPEN CELL - A24HDN534,A24HDN534,LED,UW,1
Mar-20,WB,LNOPN000968,Open Cell  A32HDN552,A32HDN552,LED,PS,1
Mar-20,WB,LNOPN000968,Open Cell  A32HDN552,A32HDN552,LED,UW,1
Mar-20,WB,MCABN001402,AMPLIFIER POWER BOARD A20UKB830,A20UKB830,MMSPK,UW,1
Mar-20,WB,MCBPN000440,Blue tooth PCB (A40UFB401),A40UFB401,MMSPK,PS,1
Mar-20,WB,MCMBN000590,Main Board- A11UFB500 ,A11UFB500,MMSPK,UW,1
Mar-20,WB,MCREN000560,REMOTE CONTROL - A12UKB800,A12UKB800,MMSPK,PS,1
Mar-20,WB,MCSAN000437,SATELLITE SPEAKER A40UFB401,A40UFB401,MMSPK,PS,1
Mar-20,WB,MCUSN000586,USB BOARD-A11UFB500 ,A11UFB500,MMSPK,UW,2
Mar-20,WB,MCWON000458,WOOFER SPEAKER A60UFB202,A60UFB202,MMSPK,UW,1
